ua,software,software_type,hw,pop
Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1204232258; U; es-ES) Presto/2.10.254 Version/12.00,12,Symbian,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36 OPR/51.0.2830.55 (Edition Campaign ni2)",51,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 8.1.0; Pixel Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.3325.109 Mobile Safari/537.36 OPR/32.0.2254.123747",32,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.78 Safari/537.36 OPR/47.0.2631.34 (Edition beta)",47,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; GT-P5210 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36 OPR/19.0.1340.69721",19,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.37 Safari/537.36 OPR/15.0.1147.44 (Edition Next)",15,Mac OS X,Computer,Uncommon
Opera/9.80 (Android 4.0.4; Linux; Opera Tablet/ADR-1306261156) Presto/2.11.355 Version/12.10,12,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; SM-G900F Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2044.98679",34,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.57 (Edition Campaign 37)",21,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/,9,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.71 Safari/537.36 OPR/48.0.2685.16 (Edition beta)",48,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1; U; Edition Next; en-GB) Presto/2.10.238 Version/12.00,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.3; GT-I9300 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Mobile Safari/537.36 OPR/22.0.1485.78487",22,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36 OPR/23.0.1522.75",23,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36 OPR/24.0.1558.53 (Edition Campaign 51)",24,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36 OPR/24.0.1558.61",24,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 2.3.5; HTC Wildfire S A510e Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 OPR/20.0.2254.110284",20,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36 OPR/36.0.2130.65 (Edition Campaign 16)",36,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; F5122 Build/34.2.A.0.311) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; C6903 Build/14.1.G.2.257) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.72 Mobile Safari/537.36 OPR/16.0.1212.67320",16,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 4.1.2; IM-A840S Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Mobile Safari/537.36 OPR/18.0.1290.66961",18,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; U; Android 4.2.2; C2304 Build/16.0.B.2.16) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 OPR/25.0.2254.116879",25,Android,Mobile,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68",18,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68 (Edition Campaign 21)",18,Windows,Computer,Uncommon
Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1109211775; U; fa) Presto/2.8.149 Version/11.10,11,Symbian,Mobile - Phone,Uncommon
Opera/9.80 (Linux armv7l; U; NETRANGEMMH;HbbTV/1.1.1;CE-HTML/1.0;Vendor/THOMSON;SW-Version/V8-MT51F01-LF1V610;Cnt/FRA;Lan/fra) Presto/2.12.362 Version/12.11,9,Linux,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; Galaxy Nexus Build/JDQ39) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.123 Mobile Safari/537.22 OPR/14.0.1025.53005",14,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; TECNO-Y6 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Mobile Safari/537.36 OPR/36.2.2126.102826",36.2,Android,Mobile,Uncommon
Mozilla/2.1 (compatible; Opera/2.1; Windows 95),2.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.1.2; XT1039 Build/NJH47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux; Android 2.3.6; XT320 Build/GRK39F) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.40 Mobile Safari/537.31 OPR/14.0.1074.54070",14,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36 OPR/46.0.2597.57 (Edition Campaign 34)",46,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4X Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.1.2246.125351",45.1,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36 OPR/47.0.2631.71 (Edition Campaign 34)",47,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; SM-G386W Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile - Phone,Uncommon
Opera/9.80 (Android 2.3.3; Linux; Opera Mobi/ADR-1111101157; U; es-ES) Presto/2.9.201 Version/11.50 XrRhbohyvvUWmRtipEat388XI4n5O7,11,Android,Mobile,Uncommon
Opera/9.24 (Windows NT 6.1; U; en),9,Windows,Computer,Uncommon
Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.02 [en],7,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.3; GT-I9300 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/46.3.2246.127744",46.3,Android,Mobile - Phone,Uncommon
Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.9.168 Version/11.52,11,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; Lenovo TB-7304I Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Safari/537.36 OPR/46.3.2246.127744",46.3,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; U; Android 7.0; SM-T580 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Safari/537.36 OPR/35.0.2254.127755",35,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Linux; U; Android 4.2.2; en-US; Q820 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 OPR/11.0.1912.94128 Mobile Safari/534.30",11,Android,Mobile,Uncommon
Opera/14.8 (Windows NT 6.2 ; U; en-US) Presto/1.2.670 Version/14.8,14.8,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1; U; en)  Presto/2.8.131  Version/12.00,12,Windows,Computer,Uncommon
Opera/9.80 (X11; Linux x86_64; Edition Next) Presto/2.12.363 Version/12.50,12,Linux,Computer,Uncommon
Opera en Mac : Opera/38.00 (Macintosh; Intel Mac OS X; U; en) Presto/2.2.0,38,Mac OS X,Computer,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X 10.10.0) Presto/2.12.388 Version/12.16,12,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36 OPR/25.0.1620.0 OMI/4.3.18.7.Dominik.0 VSTVB MB100 HbbTV/1.2.1 (; TECHWOOD; MB100; 0.1.33.6; ;) SmartTvA/3.0.0 UID(00:09:DF:C8:F0:BC/MB100/TECHWOOD/0.1.33.6)",25,Linux,Large Screen - TV,Uncommon
"Mozilla/5.0 (Android 2.3.3; Linux; Opera Mobi/ADR-1111101157; U; es-ES) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",4,Android,Mobile,Uncommon
Opera/9.80 (Linux armv7l; NETRANGEMMH;HbbTV/1.1.1;CE-HTML/1.0) Presto/2.12.362 Version/12.11,12,Linux,Computer,Uncommon
Opera/9.80 (Windows NT 5.1; U; Edition IBIS; Trident/4.0; GTB7.4; BTRS124292; zh-cn) Presto/2.10.229 Version/11.62),11,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36 OPR/32.0.1948.89",32,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67",50,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 2.3.5; PC36100 Build/GRJ90) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.40 Mobile Safari/537.31 OPR/14.0.1074.54070",14,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36 OPR/46.0.2597.39,gzip(gfe)",46,Windows,Computer,Uncommon
Opera/9.80 (Windows Mobile; WCE; Opera Mobi/WMD-50433; U; es-LA) Presto/2.4.13 Version/10.00,10,Windows,Mobile - Phone,Uncommon
Opera/9.80 (Windows NT 6.1; MRA 6.0 (build 5976)) Presto/2.12.388 Version/12.10,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36 OPR/20.0.1387.64 (Edition Yx)",20,Windows,Computer,Uncommon
Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1) Opera 12.15,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.29 Safari/537.36 OPR/15.0.1147.24 (Edition Next)",15,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1; WOW64; U; Edition United States Local; en) Presto/2.10.229 Version/11.64,11,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36 OPR/27.0.1689.76 (Edition Campaign 34)",27,Windows,Computer,Uncommon
"Mozilla/5.0 (X11; U; Linux i686) AppleWebKit/535.29.14 (KHTML, like Gecko) Chrome/59.0.3076.65 Safari/535.29.14 OPR/45.0.2233.72",45,Linux,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47",29,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-T235 Build/LMY48G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 OPR/15.0.2125.100342 Safari/537.36",15,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36 OPR/44.0.2510.1218 (Edition Campaign 70)",44,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/46.3.2246.127744",46.3,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.3; Nexus 5 Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Mobile Safari/537.36 OPR/21.0.1437.74904",21,Android,Mobile - Phone,Uncommon
Opera/9.50 (Macintosh; Intel Mac OS X 10.8; en-CA) Presto/2.9.60 Version/11.10,11,Mac OS X,Computer,Uncommon
"Opera/9.80 (Linux armv7l; HbbTV/1.2.1 (; Philips; 40PUS680912; ; PhilipsTV;  CE-HTML/1.0 NETTV/4.4.1 SmartTvA/3.0.0 Firmware/012.003.038.128 (PhilipsTV, 3.1.1,)en) ) Presto/2.12.407 Version/12.50",12,Linux,Large Screen - TV,Uncommon
Opera/9.80 (Windows NT 6.1; U; es-ES) Presto/2.10.229 Version/11.61,11,Windows,Computer,Uncommon
Opera/9.80 (S60; SymbOS; Opera Mobi/498; U; ru) Presto/2.4.18 Version/10.00,10,Symbian,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.36",36,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36 OPR/36.0.2130.65 (Edition Goru)",36,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",31,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 6.0; TECNO-W3 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.2924.87 Mobile Safari/537.36 OPR/22.0.2254.113472",22,Android,Mobile,Uncommon
Opera/9.80 (X11; CrOS),9,ChromeOS,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 6.0; PLK-L01 Build/HONORPLK-L01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Mobile Safari/537.36 OPR/36.1.2126.102083",36.1,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 5.0.2; Redmi Note 2 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.6.2246.114522",42.6,Android,Mobile,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X; U; en) Presto/2.2.15 Version/666,666,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 5.1.1; A0001 Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Mobile Safari/537.36 OPR/36.2.2126.102826",36.2,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; U; Android 5.0; tr-TR; Lenovo X2-EU Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 OPR/1.4.7.1003 Mobile Safari/537.36",1.4,Android,Mobile,Uncommon
Opera/9.80 (Linux armv6l; Opera TV Store/5599) Presto/2.12.362 Version/12.11 SonyCEBrowser/1.0 (BDP8G_BX; BDP2013/M15.D.0197; USA;),12,Linux,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; Lenovo P2a42 Build/NRD90N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36 OPR/44.1.2246.123029",44.1,Android,Mobile,Uncommon
Opera/12.14 (Windows NT 6.2; U; en-US) Presto/2.4.653 Version/12.14,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; SPH-L720 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Mobile Safari/537.36 OPR/37.22.2192.111622",37,Android,Mobile,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.71 Safari/537.36 OPR/51.0.2830.8 (Edition beta)",51,macOS,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB97/0.45.23.11 (CELCUS, Mxl661315_, wireless) VSTVB_MB97  SmartTvA/3.0.0",12,Linux,Large Screen - TV,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144 (Edition Campaign 34)",43,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Safari/537.36 OPR/37.0.2192.105088",37,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25 (Edition Campaign 38)",34,Windows,Computer,Uncommon
"Opera/9.80 (Linux armv7l;  HbbTV/1.1.1 (; Philips; ; ; PHILIPSTV; ) CE-HTML/1.0 NETTV/4.3.1 PHILIPSTV/2.1.1 Firmware/003.002.000.001 (PhilipsTV, 2.1.1,) en) Presto/2.12.362 Version/12.11",12,Linux,Computer,Uncommon
Opera/9.80 (Linux mips; Opera TV Store/6200; U; en) Presto/2.12.407 Version/12.51 Model/Vestel-VESTEL-MB9x Firmware/0.39.24.3,12,Linux,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB97/0.45.23.11 (HITACHI, Mxl661236_, wired) VSTVB_MB97  SmartTvA/3.0.0",12,Linux,Large Screen - TV,Uncommon
"Mozilla/5.0 (Windows NT 5.2; WOW64; x64) AppleWebKit/532.99.42 (KHTML, like Gecko) Chrome/57.5.0096.5368 Safari/534.59 OPR/40.6.1819.6181",40.6,Windows,Computer,Uncommon
Opera/8.54 (Windows; U; tr),8,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36 OPR/34.0.2036.50 (Edition Yx)",34,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.1.2; GT-I9070 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.63 Mobile Safari/537.36 OPR/15.0.1162.61541",15,Android,Mobile - Phone,Uncommon
Opera/9.80 (Windows NT 5.1; U; MRA 6.4 (build 8614); ru) Presto/2.9.168 Version/11.51,11,Windows,Computer,Uncommon
Opera/9.02 (X11; U; tw),9,A UNIX based OS,,Uncommon
Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.81 Safari/537.36 OPR/30.0.1835.59,30,Windows,Computer,Uncommon
Opera/9.50 (Windows; U; lt),9,Windows,Computer,Uncommon
Opera/7.01 (Windows; U; uk),7,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1; MRA 8.2 (build 6870)) Presto/2.12.388 Version/12.17,12,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 5.1; Distribution 00) Presto/2.12.388 Version/12.17,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; LG-D802 Build/KOT49I.D80220h) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.95530",30,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3053.3 Safari/537.36 OPR/46.0.2573.0 (Edition developer)",46,Windows,Computer,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X; U; en) Presto/2.2.15 Version/Nothing,9,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; GT-N5100 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Safari/537.36 OPR/25.0.1619.84037",25,Android,Mobile - Tablet,Uncommon
Opera/9.80 (Android 4.3; Linux; Opera Mobi/ADR-1410101449) Presto/2.11.355 Version/12.10,12,Android,Mobile,Uncommon
Opera/9.01 (Windows NT 5.1; U; ru),9,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36 OPR/27.0.1689.54",27,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 6.0.1; SM-J510FN Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 OPR/28.0.2254.119213",28,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36 OPR/51.0.2830.55",51,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.52 Safari/537.36 OPR/15.0.1147.100 (Edition Next)",15,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 5.1; U; Edition IBIS; Trident/4.0; chromeframe/32.0.1700.107; zh-cn) Presto/2.10.229 Version/11.62; .NET CLR 3.5.30729; .NET4.0C; .NET CLR 3.0.4506.2152; .NET CLR 2.0.50727; InfoPath.2),11,Windows,Computer,Uncommon
Opera/9.10 (Macintosh; U; ja),9,Mac,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.32 Safari/537.36 OPR/16.0.1196.25 (Edition Next)",16,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2832.2 Safari/537.36 OPR/41.0.2349.0 (Edition developer)",41,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (X11; U; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3239.88 Safari/537.36 OPR/44.0.2248.30",44,Linux,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.4; V891_DUAL_OS Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Safari/537.36 OPR/43.0.2246.121183",43,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 4.1.1; ZTE V956 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Mobile Safari/537.36 OPR/35.0.2070.100283",35,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; ME173X Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Safari/537.36 OPR/30.0.1856.93524",30,Android,Mobile,Uncommon
Opera/9.52 (Macintosh; U; hu),9,Mac,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; ZP980+ Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Mobile Safari/537.36 OPR/22.0.1485.78487",22,Android,Mobile,Uncommon
Opera/9.80 (Windows NT 5.1; MRA 6.2 (build 7314)) Presto/2.12.388 Version/12.17,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; SCH-R890 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Mobile Safari/537.36 OPR/22.0.1485.81203",22,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Android 5.0.2; A3-A30 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2126.101812",36,Android,Mobile,Uncommon
Opera/9.22 (Windows; U; cn),9,Windows,Computer,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X; U; en) Presto/2.2.15 Version/Fudge,9,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.4; SM-G530FZ Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.95530",30,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.137 (Edition Campaign 34)",42,Windows,Computer,Uncommon
Mozilla/5.0 (compatible; MSIE 9.0; S60; SymbOS; Opera Mobi/SYB-1111011895; en-GB) Opera 11.50,,Symbian,Mobile - Phone,Uncommon
Opera/9.80 (Windows NT 6.2; WOW64; MRA 8.2 (build 6901)) Presto/2.12.388 Version/12.16,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile - Phone,Uncommon
